item,channel,attacker_stat,nominal_ar,defender_all_attributes,defense,pressure,penetration,reduction_percent
epicfight:netherite_greatsword,SLASH,5,16,99,42.9000,0.10,0.788565796,21.143420
epicfight:netherite_greatsword,SLASH,20,20.3417,5,10.0000,0.10,0.953143377,4.685662
epicfight:netherite_greatsword,SLASH,20,20.3417,40,22.2500,0.10,0.901403395,9.859660
epicfight:netherite_greatsword,SLASH,20,20.3417,99,42.9000,0.10,0.825834189,17.416581
epicfight:netherite_greatsword,SLASH,40,24.6834,5,10.0000,0.10,0.961064345,3.893565
epicfight:netherite_greatsword,SLASH,40,24.6834,40,22.2500,0.10,0.917312066,8.268793
epicfight:netherite_greatsword,SLASH,40,24.6834,99,42.9000,0.10,0.851933152,14.806685
epicfight:netherite_greatsword,SLASH,60,27.5779,5,10.0000,0.10,0.965007926,3.499207
epicfight:netherite_greatsword,SLASH,60,27.5779,40,22.2500,0.10,0.925342836,7.465716
epicfight:netherite_greatsword,SLASH,60,27.5779,99,42.9000,0.10,0.865381779,13.461822
epicfight:netherite_greatsword,SLASH,99,30.4,5,10.0000,0.10,0.968152866,3.184713
epicfight:netherite_greatsword,SLASH,99,30.4,40,22.2500,0.10,0.931800766,6.819923
epicfight:netherite_greatsword,SLASH,99,30.4,99,42.9000,0.10,0.876333237,12.366676
epicfight:iron_longsword,SLASH,5,7,5,10.0000,0.10,0.875000000,12.500000
epicfight:iron_longsword,SLASH,5,7,40,22.2500,0.10,0.758807588,24.119241
epicfight:iron_longsword,SLASH,5,7,99,42.9000,0.10,0.620017715,37.998229
epicfight:iron_longsword,SLASH,20,8.6884,5,10.0000,0.10,0.896783783,10.321622
epicfight:iron_longsword,SLASH,20,8.6884,40,22.2500,0.10,0.796122198,20.387780
epicfight:iron_longsword,SLASH,20,8.6884,99,42.9000,0.10,0.669450780,33.054922
epicfight:iron_longsword,SLASH,40,10.3769,5,10.0000,0.10,0.912102594,8.789741
epicfight:iron_longsword,SLASH,40,10.3769,40,22.2500,0.10,0.823439323,17.656068
epicfight:iron_longsword,SLASH,40,10.3769,99,42.9000,0.10,0.707504653,29.249535
epicfight:iron_longsword,SLASH,60,11.5025,5,10.0000,0.10,0.920015997,7.998400
epicfight:iron_longsword,SLASH,60,11.5025,40,22.2500,0.10,0.837916591,16.208341
epicfight:iron_longsword,SLASH,60,11.5025,99,42.9000,0.10,0.728352066,27.164793
epicfight:iron_longsword,SLASH,99,12.6,5,10.0000,0.10,0.926470588,7.352941
epicfight:iron_longsword,SLASH,99,12.6,40,22.2500,0.10,0.849915683,15.008432
epicfight:iron_longsword,SLASH,99,12.6,99,42.9000,0.10,0.746003552,25.399645
epicfight:diamond_longsword,SLASH,5,8,5,10.0000,0.10,0.888888889,11.111111
epicfight:diamond_longsword,SLASH,5,8,40,22.2500,0.10,0.782396088,21.760391
epicfight:diamond_longsword,SLASH,5,8,99,42.9000,0.10,0.650935720,34.906428
epicfight:diamond_longsword,SLASH,20,9.9296,5,10.0000,0.10,0.908505343,9.149466
epicfight:diamond_longsword,SLASH,20,9.9296,40,22.2500,0.10,0.816941734,18.305827
epicfight:diamond_longsword,SLASH,20,9.9296,99,42.9000,0.10,0.698303750,30.169625
epicfight:diamond_longsword,SLASH,40,11.8593,5,10.0000,0.10,0.922235269,7.776473
epicfight:diamond_longsword,SLASH,40,11.8593,40,22.2500,0.10,0.842022678,15.797732
epicfight:diamond_longsword,SLASH,40,11.8593,99,42.9000,0.10,0.734353811,26.564619
epicfight:diamond_longsword,SLASH,60,13.1457,5,10.0000,0.10,0.929307139,7.069286
epicfight:diamond_longsword,SLASH,60,13.1457,40,22.2500,0.10,0.855244068,14.475593
epicfight:diamond_longsword,SLASH,60,13.1457,99,42.9000,0.10,0.753953096,24.604690
epicfight:diamond_longsword,SLASH,99,14.4,5,10.0000,0.10,0.935064935,6.493506
epicfight:diamond_longsword,SLASH,99,14.4,40,22.2500,0.10,0.866165414,13.383459
epicfight:diamond_longsword,SLASH,99,14.4,99,42.9000,0.10,0.770465490,22.953451
epicfight:netherite_longsword,SLASH,5,9,5,10.0000,0.10,0.900000000,10.000000
epicfight:netherite_longsword,SLASH,5,9,40,22.2500,0.10,0.801781737,19.821826
epicfight:netherite_longsword,SLASH,5,9,99,42.9000,0.10,0.677200903,32.279910
epicfight:netherite_longsword,SLASH,20,11.1709,5,10.0000,0.10,0.917836807,8.216319
epicfight:netherite_longsword,SLASH,20,11.1709,40,22.2500,0.10,0.833904404,16.609560
epicfight:netherite_longsword,SLASH,20,11.1709,99,42.9000,0.10,0.722525856,27.747414
epicfight:netherite_longsword,SLASH,40,13.3417,5,10.0000,0.10,0.930273259,6.972674
epicfight:netherite_longsword,SLASH,40,13.3417,40,22.2500,0.10,0.857066687,14.293331
epicfight:netherite_longsword,SLASH,40,13.3417,99,42.9000,0.10,0.756688238,24.331176
epicfight:netherite_longsword,SLASH,60,14.7889,5,10.0000,0.10,0.936664365,6.333563
epicfight:netherite_longsword,SLASH,60,14.7889,40,22.2500,0.10,0.869224575,13.077542
epicfight:netherite_longsword,SLASH,60,14.7889,99,42.9000,0.10,0.775144269,22.485573
epicfight:netherite_longsword,SLASH,99,16.2,5,10.0000,0.10,0.941860465,5.813953
epicfight:netherite_longsword,SLASH,99,16.2,40,22.2500,0.10,0.879240163,12.075984
epicfight:netherite_longsword,SLASH,99,16.2,99,42.9000,0.10,0.790629575,20.937042
epicfight:iron_spear,PIERCE,5,6,5,10.0000,0.10,0.857142857,14.285714
epicfight:iron_spear,PIERCE,5,6,40,22.2500,0.10,0.729483283,27.051672
epicfight:iron_spear,PIERCE,5,6,99,42.9000,0.10,0.583090379,41.690962
epicfight:iron_spear,PIERCE,20,7.4472,5,10.0000,0.10,0.881617577,11.838242
epicfight:iron_spear,PIERCE,20,7.4472,40,22.2500,0.10,0.769959265,23.004074
epicfight:iron_spear,PIERCE,20,7.4472,99,42.9000,0.10,0.634495450,36.550455
epicfight:iron_spear,PIERCE,40,8.8945,5,10.0000,0.10,0.898933751,10.106625
epicfight:iron_spear,PIERCE,40,8.8945,40,22.2500,0.10,0.799901075,20.009893
epicfight:iron_spear,PIERCE,40,8.8945,99,42.9000,0.10,0.674617923,32.538208
epicfight:iron_spear,PIERCE,60,9.8593,5,10.0000,0.10,0.907913033,9.208697
epicfight:iron_spear,PIERCE,60,9.8593,40,22.2500,0.10,0.815876799,18.412320
epicfight:iron_spear,PIERCE,60,9.8593,99,42.9000,0.10,0.696804789,30.319521
epicfight:iron_spear,PIERCE,99,10.8,5,10.0000,0.10,0.915254237,8.474576
epicfight:iron_spear,PIERCE,99,10.8,40,22.2500,0.10,0.829174664,17.082534
epicfight:iron_spear,PIERCE,99,10.8,99,42.9000,0.10,0.715705765,28.429423
epicfight:diamond_spear,PIERCE,5,7,5,10.0000,0.10,0.875000000,12.500000
epicfight:diamond_spear,PIERCE,5,7,40,22.2500,0.10,0.758807588,24.119241
epicfight:diamond_spear,PIERCE,5,7,99,42.9000,0.10,0.620017715,37.998229
epicfight:diamond_spear,PIERCE,20,8.6884,5,10.0000,0.10,0.896783783,10.321622
epicfight:diamond_spear,PIERCE,20,8.6884,40,22.2500,0.10,0.796122198,20.387780
epicfight:diamond_spear,PIERCE,20,8.6884,99,42.9000,0.10,0.669450780,33.054922
epicfight:diamond_spear,PIERCE,40,10.3769,5,10.0000,0.10,0.912102594,8.789741
epicfight:diamond_spear,PIERCE,40,10.3769,40,22.2500,0.10,0.823439323,17.656068
epicfight:diamond_spear,PIERCE,40,10.3769,99,42.9000,0.10,0.707504653,29.249535
epicfight:diamond_spear,PIERCE,60,11.5025,5,10.0000,0.10,0.920015997,7.998400
epicfight:diamond_spear,PIERCE,60,11.5025,40,22.2500,0.10,0.837916591,16.208341
epicfight:diamond_spear,PIERCE,60,11.5025,99,42.9000,0.10,0.728352066,27.164793
epicfight:diamond_spear,PIERCE,99,12.6,5,10.0000,0.10,0.926470588,7.352941
epicfight:diamond_spear,PIERCE,99,12.6,40,22.2500,0.10,0.849915683,15.008432
epicfight:diamond_spear,PIERCE,99,12.6,99,42.9000,0.10,0.746003552,25.399645
epicfight:netherite_spear,PIERCE,5,8,5,10.0000,0.10,0.888888889,11.111111
epicfight:netherite_spear,PIERCE,5,8,40,22.2500,0.10,0.782396088,21.760391
epicfight:netherite_spear,PIERCE,5,8,99,42.9000,0.10,0.650935720,34.906428
epicfight:netherite_spear,PIERCE,20,9.9296,5,10.0000,0.10,0.908505343,9.149466
epicfight:netherite_spear,PIERCE,20,9.9296,40,22.2500,0.10,0.816941734,18.305827
epicfight:netherite_spear,PIERCE,20,9.9296,99,42.9000,0.10,0.698303750,30.169625
epicfight:netherite_spear,PIERCE,40,11.8593,5,10.0000,0.10,0.922235269,7.776473
epicfight:netherite_spear,PIERCE,40,11.8593,40,22.2500,0.10,0.842022678,15.797732
epicfight:netherite_spear,PIERCE,40,11.8593,99,42.9000,0.10,0.734353811,26.564619
epicfight:netherite_spear,PIERCE,60,13.1457,5,10.0000,0.10,0.929307139,7.069286
epicfight:netherite_spear,PIERCE,60,13.1457,40,22.2500,0.10,0.855244068,14.475593
epicfight:netherite_spear,PIERCE,60,13.1457,99,42.9000,0.10,0.753953096,24.604690
epicfight:netherite_spear,PIERCE,99,14.4,5,10.0000,0.10,0.935064935,6.493506
epicfight:netherite_spear,PIERCE,99,14.4,40,22.2500,0.10,0.866165414,13.383459
epicfight:netherite_spear,PIERCE,99,14.4,99,42.9000,0.10,0.770465490,22.953451
epicfight:iron_tachi,SLASH,5,7,5,10.0000,0.10,0.875000000,12.500000
epicfight:iron_tachi,SLASH,5,7,40,22.2500,0.10,0.758807588,24.119241
epicfight:iron_tachi,SLASH,5,7,99,42.9000,0.10,0.620017715,37.998229
epicfight:iron_tachi,SLASH,20,8.8995,5,10.0000,0.10,0.898984797,10.101520
epicfight:iron_tachi,SLASH,20,8.8995,40,22.2500,0.10,0.799991011,20.000899
epicfight:iron_tachi,SLASH,20,8.8995,99,42.9000,0.10,0.674741271,32.525873
epicfight:iron_tachi,SLASH,40,10.799,5,10.0000,0.10,0.915247055,8.475295
epicfight:iron_tachi,SLASH,40,10.799,40,22.2500,0.10,0.829161548,17.083845
epicfight:iron_tachi,SLASH,40,10.799,99,42.9000,0.10,0.715686924,28.431308
epicfight:iron_tachi,SLASH,60,12.0653,5,10.0000,0.10,0.923461382,7.653862
epicfight:iron_tachi,SLASH,60,12.0653,40,22.2500,0.10,0.844299980,15.570002
epicfight:iron_tachi,SLASH,60,12.0653,99,42.9000,0.10,0.737699706,26.230029
epicfight:iron_tachi,SLASH,99,13.3,5,10.0000,0.10,0.930069930,6.993007
epicfight:iron_tachi,SLASH,99,13.3,40,22.2500,0.10,0.856682770,14.331723
epicfight:iron_tachi,SLASH,99,13.3,99,42.9000,0.10,0.756111427,24.388857
epicfight:diamond_tachi,SLASH,5,8,5,10.0000,0.10,0.888888889,11.111111
epicfight:diamond_tachi,SLASH,5,8,40,22.2500,0.10,0.782396088,21.760391
epicfight:diamond_tachi,SLASH,5,8,99,42.9000,0.10,0.650935720,34.906428
epicfight:diamond_tachi,SLASH,20,10.1709,5,10.0000,0.10,0.910481698,8.951830
epicfight:diamond_tachi,SLASH,20,10.1709,40,22.2500,0.10,0.820505167,17.949483
epicfight:diamond_tachi,SLASH,20,10.1709,99,42.9000,0.10,0.703337967,29.666203
epicfight:diamond_tachi,SLASH,40,12.3417,5,10.0000,0.10,0.925047033,7.495297
epicfight:diamond_tachi,SLASH,40,12.3417,40,22.2500,0.10,0.847254354,15.274565
epicfight:diamond_tachi,SLASH,40,12.3417,99,42.9000,0.10,0.742058839,25.794116
epicfight:diamond_tachi,SLASH,60,13.7889,5,10.0000,0.10,0.932381719,6.761828
epicfight:diamond_tachi,SLASH,60,13.7889,40,22.2500,0.10,0.861058206,13.894179
epicfight:diamond_tachi,SLASH,60,13.7889,99,42.9000,0.10,0.762706802,23.729320
epicfight:diamond_tachi,SLASH,99,15.2,5,10.0000,0.10,0.938271605,6.172840
epicfight:diamond_tachi,SLASH,99,15.2,40,22.2500,0.10,0.872309900,12.769010
epicfight:diamond_tachi,SLASH,99,15.2,99,42.9000,0.10,0.779887122,22.011288
epicfight:uchigatana,SLASH,5,7,5,10.0000,0.10,0.875000000,12.500000
epicfight:uchigatana,SLASH,5,7,40,22.2500,0.10,0.758807588,24.119241
epicfight:uchigatana,SLASH,5,7,99,42.9000,0.10,0.620017715,37.998229
epicfight:uchigatana,SLASH,20,8.794,5,10.0000,0.10,0.897896671,10.210333
epicfight:uchigatana,SLASH,20,8.794,40,22.2500,0.10,0.798076050,20.192395
epicfight:uchigatana,SLASH,20,8.794,99,42.9000,0.10,0.672118618,32.788138
epicfight:uchigatana,SLASH,40,10.5879,5,10.0000,0.10,0.913703087,8.629691
epicfight:uchigatana,SLASH,40,10.5879,40,22.2500,0.10,0.826346885,17.365312
epicfight:uchigatana,SLASH,40,10.5879,99,42.9000,0.10,0.711652854,28.834715
epicfight:uchigatana,SLASH,60,11.7839,5,10.0000,0.10,0.921776610,7.822339
epicfight:uchigatana,SLASH,60,11.7839,40,22.2500,0.10,0.841172398,15.882760
epicfight:uchigatana,SLASH,60,11.7839,99,42.9000,0.10,0.733107709,26.689229
epicfight:uchigatana,SLASH,99,12.95,5,10.0000,0.10,0.928315412,7.168459
epicfight:uchigatana,SLASH,99,12.95,40,22.2500,0.10,0.853377265,14.662273
epicfight:uchigatana,SLASH,99,12.95,99,42.9000,0.10,0.751160093,24.883991
epicfight:glove,STRIKE,5,3,5,10.0000,0.10,0.750000000,25.000000
epicfight:glove,STRIKE,5,3,40,25.7500,0.10,0.538116592,46.188341
epicfight:glove,STRIKE,5,3,99,52.3000,0.10,0.364520049,63.547995
epicfight:glove,STRIKE,20,3.6784,5,10.0000,0.10,0.786251710,21.374829
epicfight:glove,STRIKE,20,3.6784,40,25.7500,0.10,0.588224006,41.177599
epicfight:glove,STRIKE,20,3.6784,99,52.3000,0.10,0.412913655,58.708635
epicfight:glove,STRIKE,40,4.3568,5,10.0000,0.10,0.813321386,18.667861
epicfight:glove,STRIKE,40,4.3568,40,25.7500,0.10,0.628523616,37.147638
epicfight:glove,STRIKE,40,4.3568,99,52.3000,0.10,0.454458213,54.554179
epicfight:glove,STRIKE,60,4.809,5,10.0000,0.10,0.827853331,17.214667
epicfight:glove,STRIKE,60,4.809,40,25.7500,0.10,0.651273023,34.872698
epicfight:glove,STRIKE,60,4.809,99,52.3000,0.10,0.479031776,52.096822
epicfight:glove,STRIKE,99,5.25,5,10.0000,0.10,0.840000000,16.000000
epicfight:glove,STRIKE,99,5.25,40,25.7500,0.10,0.670926518,32.907348
epicfight:glove,STRIKE,99,5.25,99,52.3000,0.10,0.500954198,49.904580
efn:air_tachi,SLASH,5,10,5,10.0000,0.10,0.909090909,9.090909
efn:air_tachi,SLASH,5,10,40,22.2500,0.10,0.817995910,18.200409
efn:air_tachi,SLASH,5,10,99,42.9000,0.10,0.699790063,30.020994
efn:air_tachi,SLASH,20,12.7136,5,10.0000,0.10,0.927079687,7.292031
efn:air_tachi,SLASH,20,12.7136,40,22.2500,0.10,0.851056993,14.894301
efn:air_tachi,SLASH,20,12.7136,99,42.9000,0.10,0.747700487,25.229951
efn:air_tachi,SLASH,40,15.4271,5,10.0000,0.10,0.939124982,6.087502
efn:air_tachi,SLASH,40,15.4271,40,22.2500,0.10,0.873952674,12.604733
efn:air_tachi,SLASH,40,15.4271,99,42.9000,0.10,0.782422364,21.757764
efn:air_tachi,SLASH,60,17.2362,5,10.0000,0.10,0.945164014,5.483599
efn:air_tachi,SLASH,60,17.2362,40,22.2500,0.10,0.885669948,11.433005
efn:air_tachi,SLASH,60,17.2362,99,42.9000,0.10,0.800707974,19.929203
efn:air_tachi,SLASH,99,19,5,10.0000,0.10,0.950000000,5.000000
efn:air_tachi,SLASH,99,19,40,22.2500,0.10,0.895170789,10.482921
efn:air_tachi,SLASH,99,19,99,42.9000,0.10,0.815800773,18.419923
efn:broadblade,SLASH,5,10,5,10.0000,0.10,0.909090909,9.090909
efn:broadblade,SLASH,5,10,40,22.2500,0.10,0.817995910,18.200409
efn:broadblade,SLASH,5,10,99,42.9000,0.10,0.699790063,30.020994
efn:broadblade,SLASH,20,12.4121,5,10.0000,0.10,0.925440460,7.455954
efn:broadblade,SLASH,20,12.4121,40,22.2500,0.10,0.847989014,15.201099
efn:broadblade,SLASH,20,12.4121,99,42.9000,0.10,0.743146071,25.685393
efn:broadblade,SLASH,40,14.8241,5,10.0000,0.10,0.936805253,6.319475
efn:broadblade,SLASH,40,14.8241,40,22.2500,0.10,0.869494577,13.050542
efn:broadblade,SLASH,40,14.8241,99,42.9000,0.10,0.775558357,22.444164
efn:broadblade,SLASH,60,16.4322,5,10.0000,0.10,0.942634894,5.736511
efn:broadblade,SLASH,60,16.4322,40,22.2500,0.10,0.880743091,11.925691
efn:broadblade,SLASH,60,16.4322,99,42.9000,0.10,0.792975649,20.702435
efn:broadblade,SLASH,99,18,5,10.0000,0.10,0.947368421,5.263158
efn:broadblade,SLASH,99,18,40,22.2500,0.10,0.889987639,11.001236
efn:broadblade,SLASH,99,18,99,42.9000,0.10,0.807537012,19.246299
efn:crescent_moon,SLASH,5,12,5,10.0000,0.10,0.923076923,7.692308
efn:crescent_moon,SLASH,5,12,40,22.2500,0.10,0.843585237,15.641476
efn:crescent_moon,SLASH,5,12,99,42.9000,0.10,0.736648250,26.335175
efn:crescent_moon,SLASH,20,14.8945,5,10.0000,0.10,0.937085155,6.291484
efn:crescent_moon,SLASH,20,14.8945,40,22.2500,0.10,0.870031251,12.996875
efn:crescent_moon,SLASH,20,14.8945,99,42.9000,0.10,0.776381975,22.361802
efn:crescent_moon,SLASH,40,17.7889,5,10.0000,0.10,0.946777086,5.322291
efn:crescent_moon,SLASH,40,17.7889,40,22.2500,0.10,0.888827265,11.117273
efn:crescent_moon,SLASH,40,17.7889,99,42.9000,0.10,0.805696842,19.430316
efn:crescent_moon,SLASH,60,19.7186,5,10.0000,0.10,0.951734191,4.826581
efn:crescent_moon,SLASH,60,19.7186,40,22.2500,0.10,0.898603693,10.139631
efn:crescent_moon,SLASH,60,19.7186,99,42.9000,0.10,0.821314029,17.868597
efn:crescent_moon,SLASH,99,21.6,5,10.0000,0.10,0.955752212,4.424779
efn:crescent_moon,SLASH,99,21.6,40,22.2500,0.10,0.906610703,9.338930
efn:crescent_moon,SLASH,99,21.6,99,42.9000,0.10,0.834298957,16.570104
efn:excalibur,PHYSICAL,5,11,5,10.0000,0.10,0.916666667,8.333333
efn:excalibur,PHYSICAL,5,11,40,27.5000,0.10,0.800000000,20.000000
efn:excalibur,PHYSICAL,5,11,99,57.0000,0.10,0.658682635,34.131737
efn:excalibur,PHYSICAL,20,13.3216,5,10.0000,0.10,0.930175399,6.982460
efn:excalibur,PHYSICAL,20,13.3216,40,27.5000,0.10,0.828890714,17.110929
efn:excalibur,PHYSICAL,20,13.3216,99,57.0000,0.10,0.700340665,29.965933
efn:excalibur,PHYSICAL,40,15.6432,5,10.0000,0.10,0.939915401,6.008460
efn:excalibur,PHYSICAL,40,15.6432,40,27.5000,0.10,0.850488224,14.951178
efn:excalibur,PHYSICAL,40,15.6432,99,57.0000,0.10,0.732936017,26.706398
efn:excalibur,PHYSICAL,60,17.191,5,10.0000,0.10,0.945027761,5.497224
efn:excalibur,PHYSICAL,60,17.191,40,27.5000,0.10,0.862093175,13.790683
efn:excalibur,PHYSICAL,60,17.191,99,57.0000,0.10,0.750993840,24.900616
efn:excalibur,PHYSICAL,99,18.7,5,10.0000,0.10,0.949238579,5.076142
efn:excalibur,PHYSICAL,99,18.7,40,27.5000,0.10,0.871794872,12.820513
efn:excalibur,PHYSICAL,99,18.7,99,57.0000,0.10,0.766393443,23.360656
efn:hf_blade,SLASH,5,14,5,10.0000,0.10,0.933333333,6.666667
efn:hf_blade,SLASH,5,14,40,22.2500,0.10,0.862865948,13.713405
efn:hf_blade,SLASH,5,14,99,42.9000,0.10,0.765445599,23.455440
efn:hf_blade,SLASH,20,17.799,5,10.0000,0.10,0.946805681,5.319432
efn:hf_blade,SLASH,20,17.799,40,22.2500,0.10,0.888883340,11.111666
efn:hf_blade,SLASH,20,17.799,99,42.9000,0.10,0.805785685,19.421431
efn:hf_blade,SLASH,40,21.598,5,10.0000,0.10,0.955748296,4.425170
efn:hf_blade,SLASH,40,21.598,40,22.2500,0.10,0.906602863,9.339714
efn:hf_blade,SLASH,40,21.598,99,42.9000,0.10,0.834286156,16.571384
efn:hf_blade,SLASH,60,24.1307,5,10.0000,0.10,0.960208032,3.979197
efn:hf_blade,SLASH,60,24.1307,40,22.2500,0.10,0.915578034,8.442197
efn:hf_blade,SLASH,60,24.1307,99,42.9000,0.10,0.849053683,15.094632
efn:hf_blade,SLASH,99,26.6,5,10.0000,0.10,0.963768116,3.623188
efn:hf_blade,SLASH,99,26.6,40,22.2500,0.10,0.922810061,7.718994
efn:hf_blade,SLASH,99,26.6,99,42.9000,0.10,0.861120104,13.887990
efn:kusabimaru,SLASH,5,10,5,10.0000,0.10,0.909090909,9.090909
efn:kusabimaru,SLASH,5,10,40,22.2500,0.10,0.817995910,18.200409
efn:kusabimaru,SLASH,5,10,99,42.9000,0.10,0.699790063,30.020994
efn:kusabimaru,SLASH,20,12.5628,5,10.0000,0.10,0.926268912,7.373109
efn:kusabimaru,SLASH,20,12.5628,40,22.2500,0.10,0.849538133,15.046187
efn:kusabimaru,SLASH,20,12.5628,99,42.9000,0.10,0.745442894,25.455711
efn:kusabimaru,SLASH,40,15.1256,5,10.0000,0.10,0.937986804,6.201320
efn:kusabimaru,SLASH,40,15.1256,40,22.2500,0.10,0.871762360,12.823764
efn:kusabimaru,SLASH,40,15.1256,99,42.9000,0.10,0.779043656,22.095634
efn:kusabimaru,SLASH,60,16.8342,5,10.0000,0.10,0.943927959,5.607204
efn:kusabimaru,SLASH,60,16.8342,40,22.2500,0.10,0.883258479,11.674152
efn:kusabimaru,SLASH,60,16.8342,99,42.9000,0.10,0.796915386,20.308461
efn:kusabimaru,SLASH,99,18.5,5,10.0000,0.10,0.948717949,5.128205
efn:kusabimaru,SLASH,99,18.5,40,22.2500,0.10,0.892641737,10.735826
efn:kusabimaru,SLASH,99,18.5,99,42.9000,0.10,0.811759544,18.824046
efn:meen_spear,PIERCE,5,11,5,10.0000,0.10,0.916666667,8.333333
efn:meen_spear,PIERCE,5,11,40,22.2500,0.10,0.831758034,16.824197
efn:meen_spear,PIERCE,5,11,99,42.9000,0.10,0.719424460,28.057554
efn:meen_spear,PIERCE,20,13.6533,5,10.0000,0.10,0.931755987,6.824401
efn:meen_spear,PIERCE,20,13.6533,40,22.2500,0.10,0.859871649,14.012835
efn:meen_spear,PIERCE,20,13.6533,99,42.9000,0.10,0.760913544,23.908646
efn:meen_spear,PIERCE,40,16.3065,5,10.0000,0.10,0.942218242,5.778176
efn:meen_spear,PIERCE,40,16.3065,40,22.2500,0.10,0.879934166,12.006583
efn:meen_spear,PIERCE,40,16.3065,99,42.9000,0.10,0.791712184,20.828782
efn:meen_spear,PIERCE,60,18.0754,5,10.0000,0.10,0.947576460,5.242354
efn:meen_spear,PIERCE,60,18.0754,40,22.2500,0.10,0.890396248,10.960375
efn:meen_spear,PIERCE,60,18.0754,99,42.9000,0.10,0.808185859,19.181414
efn:meen_spear,PIERCE,99,19.8,5,10.0000,0.10,0.951923077,4.807692
efn:meen_spear,PIERCE,99,19.8,40,22.2500,0.10,0.898978434,10.102157
efn:meen_spear,PIERCE,99,19.8,99,42.9000,0.10,0.821917808,17.808219
efn:nf_claw,STRIKE,5,9,5,10.0000,0.10,0.900000000,10.000000
efn:nf_claw,STRIKE,5,9,40,25.7500,0.10,0.777537797,22.246220
efn:nf_claw,STRIKE,5,9,99,52.3000,0.10,0.632466620,36.753338
efn:nf_claw,STRIKE,20,11.0352,5,10.0000,0.10,0.916910396,8.308960
efn:nf_claw,STRIKE,20,11.0352,40,25.7500,0.10,0.810803662,18.919634
efn:nf_claw,STRIKE,20,11.0352,99,52.3000,0.10,0.678454615,32.154539
efn:nf_claw,STRIKE,40,13.0704,5,10.0000,0.10,0.928928815,7.107118
efn:nf_claw,STRIKE,40,13.0704,40,25.7500,0.10,0.835414882,16.458512
efn:nf_claw,STRIKE,40,13.0704,99,52.3000,0.10,0.714213897,28.578610
efn:nf_claw,STRIKE,60,14.4271,5,10.0000,0.10,0.935179003,6.482100
efn:nf_claw,STRIKE,60,14.4271,40,25.7500,0.10,0.848548121,15.145188
efn:nf_claw,STRIKE,60,14.4271,99,52.3000,0.10,0.733938373,26.606163
efn:nf_claw,STRIKE,99,15.75,5,10.0000,0.10,0.940298507,5.970149
efn:nf_claw,STRIKE,99,15.75,40,25.7500,0.10,0.859481583,14.051842
efn:nf_claw,STRIKE,99,15.75,99,52.3000,0.10,0.750714967,24.928503
efn:ruinsgreatsword,SLASH,5,16,5,10.0000,0.10,0.941176471,5.882353
efn:ruinsgreatsword,SLASH,5,16,40,22.2500,0.10,0.877914952,12.208505
efn:ruinsgreatsword,SLASH,5,16,99,42.9000,0.10,0.788565796,21.143420
efn:ruinsgreatsword,SLASH,20,20.3417,5,10.0000,0.10,0.953143377,4.685662
efn:ruinsgreatsword,SLASH,20,20.3417,40,22.2500,0.10,0.901403395,9.859660
efn:ruinsgreatsword,SLASH,20,20.3417,99,42.9000,0.10,0.825834189,17.416581
efn:ruinsgreatsword,SLASH,40,24.6834,5,10.0000,0.10,0.961064345,3.893565
efn:ruinsgreatsword,SLASH,40,24.6834,40,22.2500,0.10,0.917312066,8.268793
efn:ruinsgreatsword,SLASH,40,24.6834,99,42.9000,0.10,0.851933152,14.806685
efn:ruinsgreatsword,SLASH,60,27.5779,5,10.0000,0.10,0.965007926,3.499207
efn:ruinsgreatsword,SLASH,60,27.5779,40,22.2500,0.10,0.925342836,7.465716
efn:ruinsgreatsword,SLASH,60,27.5779,99,42.9000,0.10,0.865381779,13.461822
efn:ruinsgreatsword,SLASH,99,30.4,5,10.0000,0.10,0.968152866,3.184713
efn:ruinsgreatsword,SLASH,99,30.4,40,22.2500,0.10,0.931800766,6.819923
efn:ruinsgreatsword,SLASH,99,30.4,99,42.9000,0.10,0.876333237,12.366676
efn:thornwheel,SLASH,5,14,5,10.0000,0.10,0.933333333,6.666667
efn:thornwheel,SLASH,5,14,40,22.2500,0.10,0.862865948,13.713405
efn:thornwheel,SLASH,5,14,99,42.9000,0.10,0.765445599,23.455440
efn:thornwheel,SLASH,20,17.799,5,10.0000,0.10,0.946805681,5.319432
efn:thornwheel,SLASH,20,17.799,40,22.2500,0.10,0.888883340,11.111666
efn:thornwheel,SLASH,20,17.799,99,42.9000,0.10,0.805785685,19.421431
efn:thornwheel,SLASH,40,21.598,5,10.0000,0.10,0.955748296,4.425170
efn:thornwheel,SLASH,40,21.598,40,22.2500,0.10,0.906602863,9.339714
efn:thornwheel,SLASH,40,21.598,99,42.9000,0.10,0.834286156,16.571384
efn:thornwheel,SLASH,60,24.1307,5,10.0000,0.10,0.960208032,3.979197
efn:thornwheel,SLASH,60,24.1307,40,22.2500,0.10,0.915578034,8.442197
efn:thornwheel,SLASH,60,24.1307,99,42.9000,0.10,0.849053683,15.094632
efn:thornwheel,SLASH,99,26.6,5,10.0000,0.10,0.963768116,3.623188
efn:thornwheel,SLASH,99,26.6,40,22.2500,0.10,0.922810061,7.718994
efn:thornwheel,SLASH,99,26.6,99,42.9000,0.10,0.861120104,13.887990
irons_spellbooks:amethyst_rapier,PHYSICAL,5,8,5,10.0000,0.10,0.888888889,11.111111
irons_spellbooks:amethyst_rapier,PHYSICAL,5,8,40,27.5000,0.10,0.744186047,25.581395
